nct_id,brief_title,official_title,overall_status,start_date,study_type,phases,enrollment_count,enrollment_type,sponsor_name,sponsor_class,collaborator_count,conditions,intervention_types,intervention_names,allocation,intervention_model,masking,primary_purpose,sex,minimum_age,maximum_age,healthy_volunteers,eligibility_criteria,location_count,countries,brief_summary,primary_outcome_measures,search_query_source
NCT00330382,Bowman-Birk Inhibitor Concentrate in Preventing Cancer in Patients With Oral Leukoplakia,Bowman Birk Inhibitor Concentrate and Oral Leukoplakia: A Randomized Phase IIb Trial,COMPLETED,1999-01,INTERVENTIONAL,PHASE2,325.0,ACTUAL,National Cancer Institute (NCI),NIH,0,Lip and Oral Cavity Cancer|Oral Leukoplakia|Oropharyngeal Cancer|Tongue Cancer,DRUG|OTHER,Bowman-Birk inhibitor concentrate|placebo|laboratory biomarker analysis,RANDOMIZED,PARALLEL,DOUBLE,PREVENTION,ALL,18 Years,,False,"Inclusion Criteria:

* Histologically and clinically confirmed oral leukoplakia and/or erythroplakia
* Bidimensionally measurable disease (≥ 100 mm\^2 for total area of all lesions) after biopsy
* No presence of obvious head and neck aerodigestive tract cancer, carcinoma in situ, or previously treated head and neck cancer within the past 2 years
* Not pregnant or nursing
* Negative pregnancy test
* Fertile patients must use effective contraception
* No history of allergic reaction to soybeans, sorbitol, sucrose, artificial flavorings, aspartame, saccharin, or lidocaine
* At least 6 months since prior Bowman-Birk inhibitor concentrate
* At least 6 months since prior participation in another randomized clinical trail
* At least 3 months since prior systemic steroids or topical oral steroid preparations

  * Topical nasal steroid sprays or cutaneous preparations with minimal systemic absorption for nasal or dermatologic disorders allowed
* More than 6 months since prior beta carotene capsules
* At least 2 years since prior retinoid or other beta carotene therapy, including \> 25,000 IU of vitamin A for any reason

  * Up to 2 multivitamins per day allowed",1,United States,"This randomized phase II trial is studying how well Bowman-Birk inhibitor concentrate works in preventing cancer in patients with oral leukoplakia. Chemoprevention is the use of certain substances to keep cancer from forming, growing, or coming back. The use of Bowman-Birk inhibitor concentrate, a substance made from soy, may keep cancer from forming in patients with oral leukoplakia",Relative Percent Change in Total Lesion Area After 6 Months on Study|Number of Participants by Category of Clinical Response at 6 Months,cancer
NCT04078555,A Study to Evaluate ENERGI-F703 GEL in Venous Leg Ulcer,"A Randomized, Double-Blind, Placebo-controlled, Parallel, Phase II Study to Evaluate Efficacy and Safety of ENERGI-F703 GEL in Subjects With Venous Leg Ulcer (VLU)",UNKNOWN,2022-07-26,INTERVENTIONAL,PHASE2,80.0,ESTIMATED,"Energenesis Biomedical Co., Ltd.",INDUSTRY,0,Venous Leg Ulcer,DRUG,ENERGI-F703 GEL|ENERGI-F703 GEL matched vehicle,RANDOMIZED,PARALLEL,DOUBLE,TREATMENT,ALL,20 Years,85 Years,False,"Inclusion Criteria:

1. With either gender aged at least 20 years old
2. With venous reflux \>0.1 sec measured by duplex ultrasound imaging dated within 6 months prior to the Screening visit
3. With at least one venous ulcer on the lower leg (knee to ankle inclusive) and not healing for at least 4 weeks. The ulcer with the largest surface area will be selected as target ulcer. If two or more ulcers have the largest size, the one with the longest duration will be selected
4. With the target ulcer size of 2 cm2 to 50 cm2
5. Target VLU involves a full thickness skin loss, but without exposure of tendon, muscle, or bone
6. Target VLU should be free of any necrosis or infection in any soft tissue and bone tissue
7. Able to tolerate compression therapy
8. Subject has signed the written informed consent form

Exclusion Criteria:

1. Target VLU With active cellulitis or osteomyelitis
2. With target ulcer size decreased by at least 30% after 2 weeks of standard care
3. With poor nutritional status (albumin \< 2g/dl), poor diabetic control (HbA1c \> 12%), a leukocyte counts \< 2,000/mm3, abnormal liver function (AST, ALT\>3 × upper limit of normal range) tests within 14 days prior to Screening visit or 28 days prior to Randomization visit
4. Requiring treatment with chemotherapeutic agents
5. With known or suspected hypersensitivity to any ingredients of IP and matched vehicle
6. With coronary heart disease with myocardial infarction, coronary artery bypass graft (CABG), or percutaneous transluminal coronary angioplasty (PTCA) within 3 months prior to Screening visit
7. (1) Female subject of childbearing potential who:

   * is lactating; or
   * has positive pregnancy test result at eligibility checking; or
   * refuses to adopt at least one form of birth control from signing informed consent to the end of study

   Note:

   Acceptable forms include:

   Established use of oral, injected or implanted hormonal methods of contraception. Placement of an intrauterine device (IUD) or intrauterine system (IUS).Barrier methods of contraception: Condom OR Occlusive cap (diaphragm or cervical/vault caps)

   7(2) Male subject with female spouse/partners who are of childbearing potential refuses to adopt at least one form of birth control (at least one of which must be a barrier method) from signing informed consent to the end of study)
8. With ankle brachial index (ABI) \< 0.6
9. Enrollment in any investigational drug trial within 4 weeks before entering this study
10. With any condition judged by the investigator that entering the trial may be detrimental to the subject",1,Taiwan,"This is a randomized, double-blind, placebo-controlled, phase II, multi-centered study to evaluate the efficacy and safety of ENERGI-F703 GEL in subjects who are ≥ 20 years old with venous leg ulcer (VLU). Subjects will be recruited from multiple sites in Taiwan. The treatment period will be 84 days with another 84-day follow-up period.",Incidence of complete ulcer closure,heart disease
NCT03252002,"Clinical Study to Evaluate the Pharmacokinetics, Safety, Tolerability and Pharmacodynamic Effects of a Single and Multiple Oral BAY1101042 Tablet Doses in Healthy Male Subjects","Single/Multiple Dose Escalation Study to Investigate Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of BAY1101042 Given as 5 mg MR Tablet After Single Oral Dosing Followed by Once Daily Dosing for 7 Days in 12 Healthy Male Subjects Per Dose Step in a Randomized, Placebo Controlled, Single Blind, Group Comparison Design",COMPLETED,2017-08-16,INTERVENTIONAL,PHASE1,96.0,ACTUAL,Bayer,INDUSTRY,0,Healthy Volunteer,DRUG,BAY1101042|Placebo,RANDOMIZED,PARALLEL,SINGLE,OTHER,MALE,18 Years,45 Years,True,"Inclusion Criteria:

* The informed consent must be signed before any study specific tests or procedures are done.
* Healthy male subject.
* Age: 18 to 45 years (inclusive) at the screening.
* Body mass index (BMI): above/equal 18 and below/equal 29.9 kg/m2.
* Ability to understand and follow study-related instructions.

Exclusion Criteria:

* Pre-existing diseases for which it can be assumed that the absorption, distribution, metabolism, elimination and effects of the study drugs will not be normal.
* Subjects with thyroid disorders as evidenced by assessment of thyroid stimulating hormone (TSH) levels outside the normal reference range at screening.
* Regular use of medicines.
* Smoking more than 10 cigarettes daily.
* Systolic blood pressure below 100 or above 145 mmHg (at screening).
* Diastolic blood pressure below 50 or above 90 mmHg (at screening).
* Heart rate below 50 or above 90 beats/ min (at screening).",2,Germany,"To investigate the safety, tolerability, pharmacokinetics and effects of BAY1101042 in healthy male subjects after a single oral dose and multiple once daily dosing for 7 days",Number of treatment emergent adverse events (TEAEs),kidney disease
NCT05138250,A Pilot Study of the Use of 129Xe and 1H MRI to Measure the Modulation of Eosinophil-Related Inflammation by Mepolizumab In COPD,A Pilot Study of the Use of 129Xe and 1H MRI to Measure the Modulation of Eosinophil-Related Inflammation by Mepolizumab In COPD,COMPLETED,2022-05-08,INTERVENTIONAL,PHASE3,31.0,ACTUAL,Sheffield Teaching Hospitals NHS Foundation Trust,OTHER,1,COPD,DRUG,Mepolizumab 100 MG,NA,SINGLE_GROUP,NONE,TREATMENT,ALL,18 Years,,False,"Inclusion Criteria:

* Diagnosis of COPD as determined by a post bronchodilator FEV1/FVC \<70% and an FEV1 of between 20 and 80% at screening visit
* Treatment with inhaled triple therapy (licensed combination of long acting beta 2 agonist, long acting anti-muscarinic and corticosteroid) at constant dose for at least 12 weeks before screening visit. Treatment with roflumilast, theophyillines and macrolides will be permitted so long as they were introduced at stable dose \> 12 weeks prior to screening visit. (If maintenance drug dosing has not been with stable dosages for 12 weeks the screening visit may be rescheduled until this is achieved: see sections 7.3 and 7.10)
* At least 2 acute exacerbations of COPD (AECOPD) requiring treatment with oral steroids and/or antibiotics in the last 12 months, or 1 acute AECOPD requiring hospital admission in the last 12 months.
* At least one eosinophil count of \>0.3 cells·μL-1 in the 12 months prior to screening
* Age over 18 years

Exclusion Criteria:

* Contraindication to MRI scanning, including Gadovist (ie hypersensitivity or poor renal function; see below); this includes claustrophobia and musculoskeletal difficulties, this information is collected on the UoS MRI unit screening form.
* Inability to give informed consent or comply with study procedures
* Hypersensitivity to mepolizumab or its excipients
* Untreated helminthic infection
* Exacerbation of COPD requiring treatment with oral steroids and/or antibiotics within 4 weeks of screening. A repeat screening visit may be scheduled in order to achieve this criterion. The participant will be required to successfully complete all screening procedures at the rescheduled visit, including that for exacerbation-free stability.
* SpO2 \<90% on room air at screening
* Clear history of childhood and/or current asthma
* Past history of lung surgery
* Other significant lung disease
* Long term oral steroid treatment
* eGFR \< 30 ml/min/1.73 m2 at screening
* NYHA class 3 or 4, where the functional limitation from heart disease is greater than that from COPD, or uncompensated heart failure
* Chronic liver disease (Any elevation of ALT above twice the upper limit of normal at screening. Lower levels of abnormality are permitted after investigator review if felt not to compromise safety)
* Malignancy unless treated and disease free for 5 years
* Conditions causing significant immunosuppression
* Active infection with blood borne viruses (including hepatitis A and B and HIV)
* Other significant medical condition compromising participant safety or fidelity of study.
* Pregnant or breast feeding
* Of childbearing potential and not willing to use highly effective methods of contraception during the course of the study and for 100 days post last dose of mepolizumab.
* Participants who have received an investigational drug within 30 days of first dose, or within 5 drug half-lives of the investigational drug, whichever is longer",1,United Kingdom,"The investigators aim to recruit 32 people with COPD who have frequent exacerbations and high eosinophil counts which indicates ""asthmatic type"" inflammation and treat them for a year with mepolizumab. This is a licenced medication for asthma. Mepolizumab is a monoclonal antibody that acts through interleukin-5 (IL-5) antagonism to reduce blood eosinophil levels and is effective at reducing exacerbations in asthmatics. To determine whether mepolizumab may be an effective treatment in people with COPD and ""asthmatic type"" inflammation participants will have MRI scans before the treatment, after 12 weeks and after a year to see how the drug affects inflammation. The investigators will also compare our measurements with the number of exacerbations people get (measured by diaries), with measures of their quality of life (using a questionnaire), and with ordinary laboratory breathing tests. The investigators are especially interested to know if the reduction in inflammation early on after 12 weeks is associated with fewer exacerbations and better quality of life over the year.",Change in Percentage Ventilated Defect Percent (VDP)|Change in Pulmonary Inflammation,asthma
NCT05871489,Strengthening Evidence on Optimal Multidrug-resistant Tuberculosis Treatment Regimens,Strengthening Evidence on Optimal Multidrug-resistant Tuberculosis Treatment Regimens Through Improved Epidemiologic Methods,ACTIVE_NOT_RECRUITING,2020-09-22,OBSERVATIONAL,,800.0,ESTIMATED,Harvard Medical School (HMS and HSDM),OTHER,3,"Tuberculosis, Multidrug-Resistant|HIV",DRUG,"Bdq, Lzd, Lfx, Dlm, Cfz (9-12 months)|Bdq, Lzd, Lfx, Cfz, Cs (9-12 months)|Bdq, Lzd, Lfx, Z, Dlm (9-12 months)",,,,,ALL,0 Years,120 Years,False,"Inclusion Criteria:

* All patients with pulmonary tuberculosis that is resistant to rifampin (RIF) or to both RIF and isoniazid who initiate an all-oral treatment regimen (short or long) under routine or operational conditions, per local country guidance, will be included.

Exclusion Criteria:

* Exclusions are based on local guidance in each country. Currently, individuals with fluoroquinolone resistant tuberculosis are excluded from all-oral shortened treatment.",3,Kazakhstan|Lesotho|Peru,"This is a multisite prospective cohort study of patients with multidrug- or rifampin-resistant tuberculosis who are treated with an all-oral shortened regimen under routine program conditions in one of three countries (Peru, Lesotho, Kazakhstan).",End-of-treatment outcome|Final tuberculosis treatment outcome|Adverse events of interest,hiv
NCT05005000,Autologous Intra-Articular Micro-Fragmented Adipose Transfer for the Treatment of Thumb Carpometacarpal Joint Arthritis,Autologous Intra-Articular Micro-Fragmented Adipose Transfer for the Treatment of Thumb Carpometacarpal Joint Arthritis,WITHDRAWN,2022-05-12,INTERVENTIONAL,PHASE2,0.0,ACTUAL,NYU Langone Health,OTHER,0,Arthritis,BIOLOGICAL|DRUG,Micro-Fragmented Adipose Tissue (MFAT)|Triamcinolone Acetonide 10mg/mL,RANDOMIZED,PARALLEL,NONE,TREATMENT,ALL,18 Years,,False,"Inclusion Criteria:

1. 18 years old or older; male and female patients
2. Eaton-Glickel stage 2-3 thumb CMC arthritis
3. Failed conservative treatment (i.e. hand therapy, pain medications, splinting)
4. Able to provide informed consent

Exclusion Criteria:

1. Pregnancy/breastfeeding
2. Inflammatory or posttraumatic arthritis
3. Prior thumb base trauma or surgery
4. Evidence of skin infection or soft tissue loss at the thumb CMC joint or adipose harvest site
5. Active local or systemic malignancy
6. Known allergy to any study drug",1,United States,"32 patients with Eaton-Glickel stage 2-3 CMC arthritis will be randomized to receive intraarticular MFAT or intraarticular corticosteroid injection. Patients with inflammatory arthritis or prior thumb base trauma or surgery will be excluded. Autologous adipose tissue will be harvested from the outer thigh or lower abdomen using local anesthesia. Tissue will be processed to remove oil and debris in-office using an FDA-approved commercially available device. The processed adipose will be immediately injected into the thumb CMC joint under fluoroscopic guidance. Visual analogue score (VAS), grip/pinch strength, Kapandji range of motion score, thumb disability examination, and QuickDASH score will be assessed pre-procedure and at 2 weeks, 6 weeks, 3 months, 6 months, and 12 months.",Percent Change in Score on Pain Visual Analog Scale (VAS),arthritis
NCT01439854,Study of Dapagliflozin on Mitochondrial Dysfunction and Impaired Insulin Signaling/Action,Regulation of Hepatic and Peripheral Glucose Metabolism: Protocol IVA. Effect of Plasma Glucose Reduction by Selective SLGT2 Inhibition on Mitochondrial Dysfunction and Impaired Insulin Signaling/Sensitivity in T2DM,COMPLETED,2011-03,INTERVENTIONAL,NA,18.0,ACTUAL,The University of Texas Health Science Center at San Antonio,OTHER,1,Insulin Sensitivity|Multiple Mitochondrial Dysfunctions Syndrome,DRUG,Dapagliflozin|Placebo,RANDOMIZED,PARALLEL,DOUBLE,BASIC_SCIENCE,ALL,18 Years,70 Years,False,"Inclusion Criteria:

* T2DM
* Drug Naive Or On Oral Therapy

Exclusion Criteria:

* Insulin Treatment
* Major Organ Disease",1,United States,"The purpose of this study is to examine the effect of the chronic treatment of type 2 diabetes (T2DM) with dapagliflozin on: (1) mitochondrial gene function/expression and insulin signaling/action and (2) oral glucose tolerance and beta cell function. Dapagliflozin is a potent, highly specific inhibitor of renal glucose transport \[SGLT2\].",Change in Insulin Sensitivity,diabetes
NCT04037241,Study of Anti-CEA CAR-T + Chemotherapy VS Chemotherapy Alone in Patients With CEA+Pancreatic Cancer & Liver Metastases,A Randomized Open-Label Phase 2b Study of Hepatic Infusions of Anti-CEA CAR-T Cells Alternating With Systemic Chemotherapy Versus Chemotherapy Alone In Patients With Liver Metastases Due To CEA-Expressing Pancreatic Adenocarcinoma,WITHDRAWN,2021-11-01,INTERVENTIONAL,PHASE2|PHASE3,0.0,ACTUAL,"Sorrento Therapeutics, Inc.",INDUSTRY,0,Malignant Tumor of Pancreas Metastatic to Liver,BIOLOGICAL|DRUG,Anti-CEA CAR-T cells|gemcitabine/nab paclitaxel|NLIR+FU/FA|Capecitabine,RANDOMIZED,PARALLEL,NONE,TREATMENT,ALL,18 Years,,False,"Inclusion Criteria:

* Patients must have documented CEA-expressing pancreatic adenocarcinoma with unresectable liver metastases. Documentation of CEA-expressing adenocarcinoma may be demonstrated by an elevated serum CEA level (≥ 10 ng/mL) or by the detection of CEA on the cell surface of adenocarcino3.
* Documentation of disease progression of pancreatic adenocarcinoma following the initiation of first-line treatment with FOLFIRINOX or gemcitabine-based therapy.ma cells by immunohistochemistry (IHC).
* The primary pancreatic tumor may be intact and limited lung metastases (≤ 3 lesions, none \> 1 cm in longest diameter) and lymphoid metastases (≤ 3 lesions, none \> 1 cm in longest diameter) are permitted.
* There must be at least one measurable metastatic liver lesion ( ≥ 10 mm in longest diameter).
* ECOG performance status of 0 or 1.
* Be willing and able to comply with the study schedule and all other protocol requirements.
* Females of childbearing potential must have 2 negative pregnancy tests prior to the start of study treatment, and must agree to pregnancy tests during the study; sexually active female and male patients must be willing to use an effective birth control to avoid pregnancy.

Exclusion Criteria:

* Received anti-cancer chemotherapy or investigational systemic anti-cancer treatments other than first line FOLFIRINOX or gemcitabine-based chemotherapy for advanced pancreatic adenocarcinoma.
* Received FOLFIRINOX or gemcitabine-based therapy within 14 days before receiving the first dose of study treatment.
* Have any unresolved toxicity \> Grade 1 from previous anticancer therapy, except for stable chronic toxicities (≤ Grade 2) that are not expected to resolve.
* Have a history of histologically confirmed metastases outside the liver, lungs, or lymph nodes.
* More than 50% replacement of one or both hepatic lobes with tumor.
* Tumor causing biliary obstruction not amenable to stenting.
* Received prior anti-CEA agents, CAR-T, CAR-T cell line, CAR-NK, CAR-pNK, or CAR-NK cell line therapies.
* Have any clinically significant low baseline lab results for hemoglobin, platelet counts, or neutrophil counts at screening.
* Has any untreated or ongoing intra-abdominal infection or bowel obstruction.
* Has any clinically significant elevated baseline lab results for serum creatinine, aspartate aminotransferase (AST), and total bilirubin (except for patients in whom hyperbilirubinemia is attributed to Gilbert's syndrome), and alkaline phosphatase at screening.
* Known HIV or acquired immunodeficiency syndrome-related illness, acute or history of chronic hepatitis B or C.
* Female patients who are pregnant or breastfeeding.
* Has active bacterial, viral or fungal infections.
* Has any significant medical condition, laboratory abnormality, or psychiatric illness that would prevent the patient from participating in the study.
* Has any condition, including the presence of laboratory abnormalities that places the patient at an unacceptable risk if the patient was to participate in the study.
* Are receiving medications that are strong inducers CYP3A4 or CYP2C8 within 2 weeks of initiating treatment in the Bridging Therapy Period (rifampicin, carbamazepine, phenytoin, efavirenz, nevirapine, rifabutin, rifapentine, St. John's wort).
* Are receiving medications that inhibit CYP3A4 or CYP2C8 within 1 week of initiating treatment in the Bridging Therapy Period (ketoconazole and other imidazole antifungals, erythromycin, clarithromycin, itraconazole, voriconazole, fluoxetine, gemfibrozil, cimetidine, lopinavir, nefazodone, telaprevir, ritonavir, saquinavir, indinavir, or nelfinavir).
* Are receiving medications that inhibit UGT1A1 within 1 week of initiating nanoliposomal irinotecan therapy (atazanavir, gemfibrozil, indinavir).
* Left ventricular ejection fraction (LVEF) \< 40%",0,,This study is a randomized open-label phase 2b study of the efficacy and safety of regional infusion therapy with Anti-CEA CAR-T cells using the hepatic immunotherapy for metastases (HITM) method and the Trisalus pressure enabling drug delivery (PEDD) device alternating with systemic chemotherapy versus chemotherapy alone in patients with CEA-expressing pancreatic adenocarcinoma with liver metastases.,Assess efficacy by overall survival,liver disease
NCT00303056,Efficacy and Safety Study of Intra-articular Multiple Doses of Icatibant in Patients With Painful Knee Osteoarthritis,"Efficacy and Safety of Intra-articular Multiple Doses of 500 µg Icatibant Including 40 mg Triamcinolone as Calibrator in a Randomized, Double-blind, Parallel-group, Placebo-controlled 13-week Multi-centre Study in Patients With Symptomatic Knee Osteoarthritis",COMPLETED,2006-02,INTERVENTIONAL,PHASE2,590.0,ACTUAL,Sanofi,INDUSTRY,0,Joint Disease,DRUG,HOE140 Icatibant,RANDOMIZED,PARALLEL,DOUBLE,TREATMENT,ALL,18 Years,,False,"Inclusion Criteria:

* Male and female subjects with painful osteoarthritis of the knee.

Exclusion Criteria:

* Subjects presenting with diagnosis of OA \< 3 months and an OA grading \< K\&L grade II, with any condition with impact on on the target indication, any test-compound-related condition, any study-related condition (all those conditions detailled in the CSP).",5,Austria|Czechia|Germany|Poland|United States,"The primary objective is to compare the overall treatment effect on pain relief between icatibant and placebo. The secondary objectives are to assess the efficacy of icatibant in term of onset, extent and duration of pain relief relative to triamcinolone, to evaluate the safety of icatibant, to evaluate overall conditions of daily life after treatment with icatibant, to assess systemic exposure of icatibant following intra-articular injection.","Pain during activity, at rest and at night will be measured daily via an electronic patient diary (EPD) using a 100-unit visual analog scale (VAS).",arthritis
NCT02789475,DP-R212 Pharmacokinetic Study,,UNKNOWN,2016-05,INTERVENTIONAL,PHASE1,38.0,ESTIMATED,Alvogen Korea,INDUSTRY,0,Hypertension|Hyperlipidemias,DRUG,Amlodipine|Rosuvastatin,NON_RANDOMIZED,PARALLEL,NONE,TREATMENT,MALE,19 Years,45 Years,True,"Inclusion Criteria:

* BMI 18-29
* signed the informed consent form prior to the study participation

Exclusion Criteria:

* Clinically significant disease
* Previously donate whole blood within 60 days or component blood within 14 days
* Clinically significant allergic disease
* Taken IP in other trial within 90 days
* An impossible one who participates in clinical trial by investigator's decision including laboratory test result",1,South Korea,"An open-label, multiple-dose study to evaluate the pharmacokinetic drug-drug interaction of amlodipine and rosuvastatin in healthy adult male subjects.","AUCτ,ss of Amlodipine and Rosuvastatin|Cmax,ss of Amlodipine and Rosuvastatin",hypertension
NCT00483028,"A Randomized, Placebo-Controlled Trial to Examine the Efficacy of Oral Donepezil in Subjects With MCI","A Randomized Double-Blind, Parallel, Placebo-Controlled Trial to Examine the Efficacy of Oral Donepezil (5 mg QD for 6 Weeks) After Single Dose and Steady State Therapy (2 Weeks and 6 Weeks) in Subjects With Mild Cognitive Impairment",COMPLETED,2004-06,INTERVENTIONAL,NA,38.0,,Pfizer,INDUSTRY,0,Alzheimer's Disease,DRUG,donezepil (Aricept),RANDOMIZED,PARALLEL,DOUBLE,TREATMENT,ALL,55 Years,90 Years,True,"Inclusion Criteria:

* Healthy males or females ages 55-90 inclusive (Healthy is defined as no clinically relevant abnormalities identified by a detailed medical history, full physical examination, including blood pressure and heart rate measurement, 12-lead ECG and clinical laboratory tests)
* Body Mass Index (BMI) between 18 to 34 kg/m2, inclusive; and a total body weight
* Subjects with mild cognitive impairment (MCI) must have a reliable informant who has an average of 10 hours per week or more contact with the subject.
* Memory complaints and memory difficulties, which are verified by an informant
* Mini-mental status exam (MMSE) score of 24-30

Exclusion Criteria:

* Subjects with known hypersensitivity to donepezil hydrochloride or to piperidine derivatives
* Insulin-requiring diabetes or uncontrolled diabetes mellitus
* Subjects with a current diagnosis of depression or other psychiatric illnesses",2,United States,To purpose of this study is to estimate the effect of donepezil on Neuropsychological Testing (NPT) and brain Proton Magnetic Resonance Spectroscopy.,"Neuropsychologic test scores: GMLT, DSST, Cog State TM including PAL test, RAVLT, ADAS-cog at baseline (pre-dose) 5 and 8 hours after the first dose and 2 and 6 weeks. (Continues in next bullet.)|MRS (Magnetic Resonance Spectroscopy) profile including but not limited to NAA (N-acetyl-aspartate), NAA/Cr (N-acetyl-aspartate/creatinine ratio), MI (Myoinositol) and MI/Cr (Myoinositol/creatinine ratio).",alzheimer
NCT05585216,The Efficacy of PRP Combined With Exercise to Treat Knee Osteoarthritisq,The Efficacy of PRP Combined With Leg Swing and Quadriceps Strengthening Exercise to Treat Knee Osteoarthritis,COMPLETED,2021-01-01,INTERVENTIONAL,NA,120.0,ACTUAL,Hebei Medical University Third Hospital,OTHER,0,Platelet-rich Plasma|Physical Exercise|Knee Osteoarthritis,DRUG,platelet-rich plasma,RANDOMIZED,PARALLEL,TRIPLE,TREATMENT,ALL,40 Years,80 Years,False,"Inclusion Criteria:

* patients aged ≥ 45 years old;
* KOA was diagnosed according to the American College of Rheumatology Classification Criteria;
* patients with the Kellgren-Lawrence grade (K-L grade) for KOA of Ⅰ-Ⅲ;
* a history of symptoms more than three month, and patients with independent mobility.

Exclusion Criteria:

* lower limb axial deviation large than 5° (valgus and varus knee);
* patients with diabetes mellitus, sever cardiovascular disease, immunosuppressive status, mental illness or other diseases than might affect the results;
* injections or other invasive treatments into the lower extremities were used in the past three months;
* patients willing to follow the doctor's recommendation for exercise training;
* patients with previous knee fracture or malignancy;
* patients with a previous history of hip or knee joint surgery;
* patients participating in hip or knee muscle strengthening in the past 3 months;
* patients did not complete the intervention strategies or regular follow-up.",1,China,"Objective. In this study, the investigators aimed to investigate the efficacy of combined a single platelet-rich plasma (PRP) and physical exercise (leg swing and quadriceps strengthening exercise) versus PRP and hyaluronic acid (HA) combination therapy. Methods. One hundred and six patients with grade Ⅱ-Ⅲ Knee osteoarthritis (KOA) according to the Kellgren-Lawrence classification were randomly divided into intra-articular injection of PRP combined with leg swing and quadriceps strengthening exercise (group A) and intra-articular combination injections of PRP and HA (group B). Patients in group A received twice intra-articular injection of PRP (2 ml, 2 weeks apart) and regular leg swing and quadriceps strengthening exercise for 3 months. Patients in group B received twice intra-articular combination injections of PRP (2 ml) and HA (2 ml) every 2 weeks. The primary outcome measures were Visual Analogue Scale (VAS) and Western Ontario and McMaster Universities (WOMAC) score. The second outcomes included single leg stance test (SLS) and functional activity by 2 minutes walking test (2MWT) and time up and go test (TUGT). All outcomes were evaluated at baseline and after 1,3,6, and 12 months.",Visual Analogue Scale (VAS)|Western Ontario and McMaster Universities (WOMAC) score,arthritis
NCT03161626,Registry Study of COAGADEX® Patients With Moderate or Severe Hereditary Factor X Deficiency Undergoing Major Surgery,"A Multicenter, Post-Marketing Registry Study of COAGADEX® in the Peri-operative Management of Patients With Moderate or Severe Hereditary Factor X Deficiency Undergoing Major Surgery",COMPLETED,2018-02-27,OBSERVATIONAL,,3.0,ACTUAL,Bio Products Laboratory,OTHER,0,Factor 10 Deficiency,DRUG,Coagadex,,,,,ALL,12 Years,,False,"Inclusion Criteria:

* Patients \>12 years of age with severe or moderate hereditary FX deficiency. Severe is defined as \<1 IU/dL and moderate as 1 to 5 IU/dL (3)
* Patients who have given written informed consent (for sites in the USA this will include the Health Insurance Portability and Accountability Act (HIPAA) authorization statement), OR, in the case of 12-18 year olds, written informed consent from the parents/ guardians and where appropriate assent from the child
* Patients requiring major surgery. Major surgery is defined as procedures typically requiring:

  * full anesthesia or regional anesthesia, e.g. epidural or spinal and
  * involving the opening of major cavities such as thoracic, abdominal surgery; orthopedic surgery, and Caesarean section (C-section) and
  * requiring at least one overnight stay in hospital (16)

Exclusion Criteria:

* Patients known to be pregnant, unless the surgery is C-section.
* Patients who participated in a clinical study trial in the last 30 days prior to study enrolment, except if they have been involved in another study involving Coagadex.
* Patients with a known history of inhibitor development to FX.
* Patients who are required or expected to take other factor X-containing medications during or after surgery.
* Patients with existing known thrombocytopenia (platelets \< 50 x 109/L).
* Patients with existing known clinically significant renal disease (creatinine \>200 µmol/L).
* Patients with existing known clinically significant liver disease (ALT levels greater than three times the upper limit of normal).
* Patients with existing known other coagulopathy or thrombophilia.
* Patients with a known intolerance or allergy to Coagadex or its excipients.
* Patients known to have abused chemicals or drugs within the past 12 months.
* Patients with a history of unreliability or non-cooperation.",3,United States,"This is a non-interventional, multicenter, post-marketing registry study in three patients with moderate or severe hereditary FX deficiency, to assess Coagadex administered peri-operatively for hemostatic cover in major surgery during routine post-marketing use.",Retrospective surgical data collection,cancer
